game_time,job_ID,company_from,city_from,company_to,city_to,urgency,shortest_distance_km,ferry_time,ferry_price,cargo,company_truck,trailer_variant,trailer_definition,units_count,fill_ratio,trailer_place
69261,_nameless.183.4601.8600,rock_eater,argostoli,cnp,catania,2,619,1050,1812,jcb_dmp6t2,"""heavy/iveco_6x4""",trailer.scs_lowbed_3,trailer_def.scs.lowbed.single_3.short,1,1,0
69261,_nameless.183.4601.ab60,rock_eater,argostoli,fui,catania,1,552,1050,1812,excav_soil,iveco_sway_4x2_460,trailer.scs_dumper,trailer_def.scs.dumper.single_3.steel,21,1,0
69261,_nameless.183.4601.a5b0,rock_eater,argostoli,balkan_loco,maribor,0,1521,460,720,mob_crusher,"""heavy/renault_6x4""",trailer.scs_lowlow4e,trailer_def.scs.lowloader.single_4_ln.long,1,1,0
69261,_nameless.183.4601.81f0,rock_eater,argostoli,balkan_loco,skopje,0,624,460,720,granite_cube,mercedes_6x4_a,trailer.scs_dumper,trailer_def.scs.dumper.single_3.steel,10,1,0
69261,_nameless.183.4601.86d0,rock_eater,athens,te_logistica,parma,0,1296,570,745,driller,renault_premium_4x2_a,trailer.scs_lowbed41,trailer_def.scs.lowbed.single_41_ln.long,1,1,0
69261,_nameless.183.4601.aea0,rock_eater,athens,st_roza_bg,pernik,1,771,0,0,ore,renault_magnum_6x2_a,trailer.scs_dumper,trailer_def.scs.dumper.single_3.steel,12,1,0
69261,_nameless.183.4601.a410,rock_eater,athens,icaria,mitilini,2,63,675,1308,coal,daf_xg_4x2_450,trailer.scs_dumper,trailer_def.scs.dumper.single_3.steel,18,1,0
69261,_nameless.183.4601.82c0,rock_eater,athens,christopoulo,heraklion,2,60,540,760,sand,scania_r_4x2_top_480,trailer.ffb_eut35,trailer_def.feldbinder.eut.single_3_35.silo_35_3p,20,1,0
69261,_nameless.183.4601.a750,rock_eater,athens,fallow,istanbul,2,1063,0,0,crawler,"""heavy/renault_t_6x4""",trailer.kasbhr_sll,trailer_def.kassbohrer.sll.single_3_sh.low,1,1,0
69261,_nameless.183.4601.a0d0,bjork_hrv,falun,renar,kokkola,0,484,300,680,log_stacker,"""heavy/scania_r_6x4_top_730""",trailer.scs_lowlow4e,trailer_def.scs.lowloader.single_4_ln.long,1,1,0
69261,_nameless.183.4601.b040,bjork_hrv,falun,renar,kuusamo,2,934,0,0,mob_tr_winch,"""heavy/scania_r2016_8x4_high_730""",trailer.scs_lowbed41,trailer_def.scs.lowbed.single_41_ln.long,1,1,0
69261,_nameless.183.4601.97e0,bjork_hrv,falun,gnt,vilnius,2,684,510,1110,logs,volvo_fh16_4x2_420,trailer.scs_log,trailer_def.scs.log.single_3.steel,32,1,0
69261,_nameless.183.4601.9980,freyr,falun,onnelik_a,tartu,0,439,570,1270,kr_vpv190xc,renault_t_4x2,trailer.scs_lowlowd2,trailer_def.scs.lowloader.single_2_sh.short,1,1,0
69261,_nameless.183.4601.9a50,freyr,falun,nord_crown,umea,1,360,0,0,goat_cheese,volvo_fh16_4x2_420,trailer.scs_ins,trailer_def.scs.box.single_3.insulated,33,1,0
69261,_nameless.183.4601.a270,freyr,falun,aerobalt,tallinn,2,335,570,1270,live_cattle,renault_magnum_6x4_a,trailer.scs_livestk,trailer_def.scs.livestock.single_3s.str_stl,42,1,0
69261,_nameless.183.4601.b110,freyr,falun,lateds,daugavpils,1,651,510,1110,milk_t,volvo_fh2021_4x2_420,trailer.ffb_tsalm32,trailer_def.feldbinder.tsalm.single_3_32.32_3_2,23,1,0
69261,_nameless.183.4601.a680,egres,kokkola,gnt,panevezys,0,973,150,430,kr_vpv190xc,volvo_fh16_6x4_700,trailer.scs_lowbed_4,trailer_def.scs.lowbed.single_4_sh.short,1,1,0
69261,_nameless.183.4601.87a0,egres,kokkola,ateria,lahti,0,387,0,0,rye,mercedes_4x2_b,trailer.scs_dumper,trailer_def.scs.dumper.single_3.steel,27,1,0
69261,_nameless.183.4601.a820,egres,kokkola,blt,tartu,0,735,150,430,cont_trees,volvo_fh2012_4x2_750,trailer.scs_ins_a,trailer_def.scs.box.single_3.insulated,33,1,0
69261,_nameless.183.4601.a8f0,egres,kokkola,renar,arvidsjaur,2,507,0,0,beans,mercedes_actros_2014_6x2_a,trailer.scs_curt_s,trailer_def.scs.box.single_3.curtain,33,1,0
69261,_nameless.183.4601.a9c0,agronord,borlange,baltomorsk,kaunas,2,585,510,1110,tractors,man_tgx_2020_6x2,trailer.scs_lowbed_3,trailer_def.scs.lowbed.single_3.short,1,1,0
69261,_nameless.183.4601.de90,agronord,borlange,rt_log,koln,0,1554,0,0,honey,man_tgx_2020_4x2,trailer.kasbhr_scs,trailer_def.kassbohrer.scs.single_3_13.curtain,34,1,0
69261,_nameless.183.4601.d8e0,agronord,borlange,nord_crown,aarhus,1,681,195,677,rye,scania_s2016_6x4_high_730,trailer.ffb_kip60,trailer_def.feldbinder.kip.single_3_60.silo_60_3p,36,1,0
69261,_nameless.183.4601.e5e0,agronord,borlange,norse_rail,ostersund,1,401,0,0,tractor_c,"""heavy/volvo_fh2021_6x4_540""",trailer.kasbhr_slle,trailer_def.kassbohrer.sll.single_3_ln.low,1,1,0
69261,_nameless.183.4601.df60,agronord,borlange,agronord,kalmar,2,461,0,0,young_seed,iveco_sway_4x2_460,trailer.kasbhr_shg45,trailer_def.kassbohrer.scs.single_3_13.curtain,34,1,0
69261,_nameless.183.4601.d0c0,bjork_hrv,kiruna,norrsken,alta,0,680,0,0,log_stacker,"""heavy/volvo_fh16_6x4_750""",trailer.scs_lowlow4e,trailer_def.scs.lowloader.single_4_ln.long,1,1,0
69261,_nameless.183.4601.d190,bjork_hrv,kiruna,renar,kokkola,1,588,0,0,jcb_bhl4cx,iveco_4x2_a,trailer.scs_lowlow2e,trailer_def.scs.lowloader.single_2_ln.long,1,1,0
69261,_nameless.183.4601.e440,bjork_hrv,kiruna,byggpro,falun,2,891,0,0,wshavings,daf_xgp25_4x2_530,trailer.ffb_kip60,trailer_def.feldbinder.kip.single_3_60.silo_60_3p,60,1,0
69261,_nameless.183.4601.b5f0,bjork_hrv,kiruna,blt,tartu,2,1248,150,430,logs,renault_magnum_6x4_a,trailer.scs_log,trailer_def.scs.log.single_3.steel,32,1,0
69261,_nameless.183.4601.e030,freyr,lillehammer,drekkar,vaxjo,2,722,0,0,tractor,daf_xf_euro6_4x2_a,trailer.kasbhr_slle,trailer_def.kassbohrer.sll.single_3_ln.low,1,1,0
69261,_nameless.183.4601.bd40,freyr,lillehammer,kaarfor,kassel,0,1581,0,0,cheese,"""double/scania_r_4x2_top_500""",trailer.scs_ref_b2,trailer_def.scs.box.bdouble_3_3.reefer,26,1,0
69261,_nameless.183.4601.d260,freyr,lillehammer,norse_rail,gavle,1,438,0,0,live_cattle,scania_r_4x2_norm_360,trailer.scs_livestk,trailer_def.scs.livestock.single_3s.str_stl,42,1,0
69261,_nameless.183.4601.d810,freyr,lillehammer,nordic_ports,bodo,2,979,0,0,forage_harv,scania_s2016_6x2_high_460,trailer.scs_lowlow4e,trailer_def.scs.lowloader.single_4_ln.long,1,1,0
69261,_nameless.183.4601.b790,freyr,bodo,egres,kokkola,1,857,0,0,square_baler,scania_r2016_6x2_high_460,trailer.scs_lowlow4e,trailer_def.scs.lowloader.single_4_ln.long,1,1,0
69261,_nameless.183.4601.b6c0,freyr,bodo,norrsken,alta,2,861,30,45,horse_tr,scania_streamline_4x2_norm_380,trailer.truck_trans,trailer_def.horse_tr.truck_trans,100,1,0
69261,_nameless.183.4601.be10,freyr,bodo,norse_rail,kiruna,2,437,30,45,live_cattle,renault_t_4x2h,trailer.scs_livestk,trailer_def.scs.livestock.single_3s.str_stl,42,1,0
69261,_nameless.183.4601.ddc0,freyr,joensuu,nch,turku,2,584,0,0,live_cattle,volvo_fh16_4x2_540,trailer.scs_livestk,trailer_def.scs.livestock.single_3s.str_stl,42,1,0
69261,_nameless.183.4601.d400,freyr,joensuu,norrsken,orebro,0,842,540,1170,drymilk,scania_r2016_4x2_norm_370,trailer.kasbhr_scs,trailer_def.kassbohrer.scs.single_3_13.curtain,34,1,0
69261,_nameless.183.4601.e6b0,freyr,joensuu,norr_food,linkoping,1,898,540,1170,milk_t,mercedes_4x2_b,trailer.ffb_tsalm32,trailer_def.feldbinder.tsalm.single_3_32.32_3_2,27,1,0
69261,_nameless.183.4601.ccb0,freyr,joensuu,nordic_ports,bodo,2,1088,0,0,planter,scania_r2016_4x2_norm_370,trailer.scs_lowlow4e,trailer_def.scs.lowloader.single_4_ln.long,1,1,0
69261,_nameless.183.4601.e370,egres,kajaani,nutri_molle,hamar,2,1136,0,0,carrots,daf_xf_euro6_6x4_c,trailer.scs_curt,trailer_def.scs.box.single_3.curtain,33,1,0
69261,_nameless.183.4601.e510,egres,kajaani,nosko,vilnius,0,1172,150,430,wheat,man_tgx_2020_4x2,trailer.ffb_eut35,trailer_def.feldbinder.eut.single_3_35.silo_35_3p,35,1,0
69261,_nameless.183.4601.b860,egres,kajaani,agronord,umea,2,473,0,0,young_seed,man_tgx_euro6_4x2_xl,trailer.profiliner17,trailer_def.krone.profiliner.single_3.curtain,33,1,0
69261,_nameless.183.4601.cf20,egres,kajaani,sal_fi,helsinki,0,573,0,0,kr_stc1370,iveco_sway_4x2_500,trailer.scs_lowlow4e,trailer_def.scs.lowloader.single_4_ln.long,1,1,0
69261,_nameless.183.4601.d4d0,agronord,umea,posped,warszawa,2,1290,510,1110,garlic,scania_s2016_4x2_norm_370,trailer.scs_dry_a,trailer_def.scs.box.single_3.dryvan,33,1,0
69261,_nameless.183.4601.c490,agronord,umea,freyr,lillehammer,0,785,0,0,wheat,renault_t_6x2,trailer.ffb_kip60,trailer_def.feldbinder.kip.single_3_60.silo_60_3p,42,1,0
69261,_nameless.183.4601.b930,agronord,umea,norr_food,karlskrona,2,1006,0,0,tomatoes,man_tgx_euro6_6x4_xlx,trailer.scs_ins_s,trailer_def.scs.box.single_3.insulated,33,1,0
69261,_nameless.183.4601.bee0,agronord,umea,nordic_ports,trondheim,1,687,0,0,tractor_c,"""heavy/daf_6x4""",trailer.kasbhr_slle,trailer_def.kassbohrer.sll.single_3_ln.low,1,1,0
69261,_nameless.183.4601.c700,lintukai_hrv,jyvaskyla,onnelik,narva,0,542,150,430,lumber,volvo_fh2024_6x2_500,trailer.profilinehd,trailer_def.krone.profilinerhd.single_3.flatbed,3,1,0
69261,_nameless.183.4601.ba00,lintukai_hrv,jyvaskyla,drekkar,malmo,2,1043,540,1170,log_harvest,"""heavy/mercedes_6x4""",trailer.scs_lowlow4e,trailer_def.scs.lowloader.single_4_ln.long,1,1,0
69261,_nameless.183.4601.c560,lintukai_hrv,jyvaskyla,byggpro,kajaani,2,297,0,0,logs,volvo_fh2012_6x2_500,trailer.scs_log,trailer_def.scs.log.single_3.steel,32,1,0
69261,_nameless.183.4601.dc20,lintukai_hrv,jyvaskyla,byggpro,skelleftea,0,604,0,0,wshavings,volvo_fh2021_4x2_750,trailer.scs_silo,trailer_def.scs.silo.single_3_10.silo,30,1,0
69261,_nameless.183.4601.e780,lintukai_hrv,kuusamo,onnelik,parnu,2,902,150,430,wood_bark,volvo_fh2024_4x2_420,trailer.scs_dumper,trailer_def.scs.dumper.single_3.steel,27,1,0
69261,_nameless.183.4601.d5a0,lintukai_hrv,kuusamo,gnt,ventspils,1,1249,150,430,exc_craw,"""heavy/volvo_fh2012_8x4_700""",trailer.scs_lowlow2e,trailer_def.scs.lowloader.single_2_ln.long,1,1,0
69261,_nameless.183.4601.c630,lintukai_hrv,kuusamo,norse_rail,ostersund,0,879,0,0,wshavings,man_6x4_b,trailer.scs_dumper,trailer_def.scs.dumper.single_3.steel,27,1,0
69261,_nameless.183.4601.e1d0,lintukai_hrv,kuusamo,freyr,lillehammer,0,1319,0,0,logs,man_4x2_a,trailer.scs_log,trailer_def.scs.log.single_3.steel,32,1,0
69261,_nameless.183.4601.e850,lintukai_hrv,tornio,renar,narva,2,977,150,430,logs,volvo_fh2012_4x2_420,trailer.scs_log,trailer_def.scs.log.single_3.steel,32,1,0
69261,_nameless.183.4601.b520,lintukai_hrv,tornio,egres,kokkola,2,296,0,0,wood_bark,scania_streamline_4x2_norm_380,trailer.scs_dumper,trailer_def.scs.dumper.single_3.steel,27,1,0
69261,_nameless.183.4601.bad0,lintukai_hrv,ivalo,nordic_ports,bodo,0,924,0,0,wshavings,renault_t_4x2h,trailer.scs_dumper,trailer_def.scs.dumper.single_3.steel,27,1,0
69261,_nameless.183.4601.bba0,lintukai_hrv,ivalo,sal_fi,kouvola,2,874,0,0,crawler,"""heavy/scania_s2016_8x4_high_770""",trailer.scs_lowlow2e,trailer_def.scs.lowloader.single_2_ln.long,1,1,0
69261,_nameless.183.4601.d9b0,lintukai_hrv,ivalo,renar,turku,2,961,0,0,logs,renault_t_4x2h,trailer.scs_log,trailer_def.scs.log.single_3.steel,32,1,0
69261,_nameless.183.4601.c7d0,bjork_hrv,ostersund,renar,dombas,0,589,0,0,jcb_exc245xr,"""heavy/mercedes_actros_8x4""",trailer.scs_lowlow4e,trailer_def.scs.lowloader.single_4_ln.long,1,1,0
69261,_nameless.183.4601.db50,bjork_hrv,ostersund,lintukainen,kouvola,0,754,300,680,forwarder,"""heavy/scania_r_6x4_top_730""",trailer.scs_lowlow4e,trailer_def.scs.lowloader.single_4_ln.long,1,1,0
69261,_nameless.183.4601.bc70,bjork_hrv,ostersund,byggpro,andenes,2,1179,150,132,logs,scania_r2016_6x4_high_660,trailer.scs_log,trailer_def.scs.log.single_3.steel,32,1,0
69261,_nameless.183.4601.c8a0,bjork_hrv,ostersund,freyr,lillehammer,0,687,0,0,wshavings,mercedes_actros_2014_4x2_c,trailer.ffb_kip60,trailer_def.feldbinder.kip.single_3_60.silo_60_3p,60,1,0
69261,_nameless.183.4601.c150,freyr,mikkeli,sellplan,olsztyn,0,1158,150,430,sheep_wool,scania_r_4x2_top_480,trailer.scs_dry_s,trailer_def.scs.box.single_3.dryvan,33,1,0
69261,_nameless.183.4601.c220,freyr,mikkeli,blt,kaunas,0,873,150,430,milk_t,renault_magnum_4x2_a,trailer.scs_fodt,trailer_def.scs.foodtank.single_3.paint,23,1,0
69261,_nameless.183.4601.c2f0,freyr,mikkeli,aerobalt,helsinki,1,232,0,0,live_cattle,volvo_fh2012_4x2_750,trailer.scs_livestk,trailer_def.scs.livestock.single_3s.str_stl,42,1,0
69261,_nameless.183.4601.dcf0,freyr,mikkeli,renar,tallinn,1,369,150,430,kr_stc1370,man_tgx_euro6_4x2_xxl,trailer.scs_lowlow4e,trailer_def.scs.lowloader.single_4_ln.long,1,1,0
69261,_nameless.183.4601.ce50,freyr,mikkeli,onnelik_a,tartu,0,431,150,430,live_pigs,daf_xf_euro6_4x2_b,trailer.scs_livestk,trailer_def.scs.livestock.single_3s.str_stl,50,1,0
69261,_nameless.183.4601.cb10,agronord,mo_i_rana,norse_rail,ostersund,0,647,0,0,barley,scania_s2016_6x2_high_460,trailer.scs_dumper,trailer_def.scs.dumper.single_3.steel,27,1,0
69261,_nameless.183.4601.cbe0,agronord,mo_i_rana,shuttle,alesund,2,754,65,82,pears,"""double/iveco_4x2_a""",trailer.scs_dry_2,trailer_def.scs.box.double_3_2.dryvan,52,1,0
69261,_nameless.183.4601.cff0,agronord,mo_i_rana,polarislines,nynashamn,0,1030,0,0,apples,man_4x2_a,trailer.profiliner17,trailer_def.krone.profiliner.single_3.curtain,33,1,0
69261,_nameless.183.4602.0590,agronord,mo_i_rana,agronord,kristiansand,0,1434,0,0,forklifts,scania_s2016_4x2_norm_370,trailer.kasbhr_sla,trailer_def.kassbohrer.sla.single_3_sh.lowbed,3,1,0
69261,_nameless.183.4602.0250,nord_sten,kiruna,nch,kouvola,1,970,0,0,volvo_ec220e,mercedes_actros_2014_4x2_b,trailer.kasbhr_sla,trailer_def.kassbohrer.sla.single_3_sh.lowbed,1,1,0
69261,_nameless.183.4601.ec60,nord_sten,kiruna,byggpro,andenes,2,557,0,0,excav_soil,scania_s2016_6x2_high_460,trailer.scs_dumper,trailer_def.scs.dumper.single_3.steel,21,1,0
69261,_nameless.183.4601.f550,nord_sten,kiruna,bjork,goteborg,0,1267,0,0,volvo_bucket,man_tgx_2020_4x2,trailer.scs_lowlowd2,trailer_def.scs.lowloader.single_2_sh.short,1,1,0
69261,_nameless.183.4601.fa30,nord_sten,kiruna,fjoste,borlange,0,909,0,0,gravel,man_6x4_b,trailer.scs_dumper,trailer_def.scs.dumper.single_3.steel,16,1,0
69261,_nameless.183.4601.fbd0,nord_sten,kiruna,nordic_ports,ornskoldsvik,1,587,0,0,stone_dust,daf_6x2_a,trailer.ffb_eut35,trailer_def.feldbinder.eut.single_3_35.silo_35_3p,17,1,0
69261,_nameless.183.4601.ed30,ocean_sol,athens,cargotras,catanzaro,0,828,570,745,mat_handler,"""heavy/man_6x4""",trailer.scs_lowlow4e,trailer_def.scs.lowloader.single_4_ln.long,1,1,0
69261,_nameless.183.4602.1500,ocean_sol,athens,icaria,chios,2,6,540,840,empty_palet,mercedes_6x2_b,trailer.profiliner17,trailer_def.krone.profiliner.single_3.curtain,33,1,0
69261,_nameless.183.4601.eb90,ocean_sol,athens,balkan_loco,ruse,2,1080,0,0,scrap_metals,mercedes_4x2_a,trailer.scs_dumper,trailer_def.scs.dumper.single_3.steel,8,1,0
69261,_nameless.183.4601.eac0,ocean_sol,athens,itcc,skopje,1,732,0,0,cable_reel,"""heavy/iveco_6x4""",trailer.scs_lowlowd4,trailer_def.scs.lowloader.single_4_sh.short,1,1,0
69261,_nameless.183.4602.16a0,norr_food,karlskrona,renor,karlstad,1,510,0,0,used_packag,iveco_4x2_b,trailer.profiliner17,trailer_def.krone.profiliner.single_3.curtain,33,1,0
69261,_nameless.183.4602.11c0,domdepo,valmiera,tree_et,bratislava,2,1329,0,0,logs,daf_xd_1,trailer.scs_log,trailer_def.scs.log.single_3.steel,32,1,0
69261,_nameless.183.4601.f6f0,domdepo,valmiera,agronord,karlstad,0,652,510,1110,sawpanels,renault_t_6x2,trailer.scs_dry_a,trailer_def.scs.box.single_3.dryvan,33,1,0
69261,_nameless.183.4601.f210,domdepo,valmiera,sal_fi,kajaani,2,912,150,430,iron_pipes,volvo_fh2024_4x2_780,trailer.scs_log,trailer_def.scs.log.single_3.steel,28,1,0
69261,_nameless.183.4602.00b0,tesore_gust,napoli,icaria,heraklion,0,750,1110,1505,beverages,daf_xg_4x2_450,trailer.kasbhr_shg45,trailer_def.kassbohrer.scs.single_3_13.curtain,34,1,0
69261,_nameless.183.4602.0180,tesore_gust,napoli,icaria,chania,2,808,1060,1885,olive_oil_t,scania_s2016_4x2_high_590,trailer.scs_fodt,trailer_def.scs.foodtank.single_3.paint,30,1,0
69261,_nameless.183.4601.e920,engeron,puertollano,lisette_log,bordeaux,0,894,0,0,ter_forklift,volvo_fh2012_4x2_420,trailer.scs_flat_b,trailer_def.scs.flatbed.single_3.flatbed_w,2,1,0
69261,_nameless.183.4602.08d0,domdepo,bailen,scs_paper,setubal,0,675,0,0,wshavings,scania_s2016_6x2_high_460,trailer.ffb_kip60,trailer_def.feldbinder.kip.single_3_60.silo_60_3p,60,1,0
69261,_nameless.183.4602.09a0,domdepo,bailen,exomar,burgos,1,529,0,0,copp_rf_gutt,daf_xgp_4x2_530,trailer.scs_curt,trailer_def.scs.box.single_3.curtain,33,1,0
69261,_nameless.183.4602.0a70,domdepo,bailen,app,badajoz,1,506,0,0,iron_pipes,scania_s2016_4x2_high_590,trailer.scs_log,trailer_def.scs.log.single_3.steel,28,1,0
69261,_nameless.183.4601.fb00,ika_bohag,napoli,tras_med,genova,0,749,0,0,empty_palet,mercedes_actros_2014_4x2_a,trailer.kasbhr_shg45,trailer_def.kassbohrer.scs.single_3_13.curtain,34,1,0
69261,_nameless.183.4601.fd70,ika_bohag,napoli,fallow,larissa,0,543,570,745,used_packag,scania_s2016_6x4_high_730,trailer.dryliner17,trailer_def.krone.dryliner.single_3.dryvan,33,1,0
69261,_nameless.183.4602.03f0,ika_bohag,napoli,brawen,skopje,2,598,540,420,pot_flowers,daf_xd_2,trailer.scs_ins,trailer_def.scs.box.single_3.insulated,33,1,0
69261,_nameless.183.4601.ee00,acc,catania,low_field,patras,0,950,590,1092,ter_forklift,scania_r_4x2_norm_360,trailer.scs_flat_b,trailer_def.scs.flatbed.single_3.flatbed_w,2,1,0
69261,_nameless.183.4602.15d0,acc,catania,ccg_fla,thessaloniki,2,875,590,1092,iron_pipes,scania_streamline_6x4_top_480,trailer.scs_log,trailer_def.scs.log.single_3.steel,28,1,0
69261,_nameless.183.4602.0c10,acc,catania,exomar,roma,0,794,20,347,jcb_dmphtd5e,daf_xf_euro6_6x2_a,trailer.scs_flat_b,trailer_def.scs.flatbed.single_3.flatbed_w,7,1,0
69261,_nameless.183.4602.0db0,acc,catania,exomar,cordoba,1,777,1557,1788,largetubes,scania_r_6x4_top_620,trailer.scs_log,trailer_def.scs.log.single_3.steel,6,1,0
69261,_nameless.183.4602.0730,polar_fish,svolvaer,renar,steinkjer,0,679,150,132,used_plast,"""double/mercedes_4x2_a""",trailer.profiline17d,trailer_def.krone.profiliner.double_3_2.curtain,52,1,0
69261,_nameless.183.4601.fe40,polar_fish,svolvaer,sal_fi,pori,0,1367,0,0,used_packag,iveco_4x2_a,trailer.scs_dry_a,trailer_def.scs.box.single_3.dryvan,33,1,0
69261,_nameless.183.4601.efa0,subse,nantes,kaarfor,swansea,1,1075,35,300,canned_tuna,daf_6x2_a,trailer.scs_ref_a,trailer_def.scs.box.single_3.reefer,33,1,0
69261,_nameless.183.4602.0800,subse,nantes,trans_cab,santander,0,844,0,0,chicken_meat,volvo_fh2024_6x2_500,trailer.scs_ins_a,trailer_def.scs.box.single_3.insulated,33,1,0
69261,_nameless.183.4601.f070,subse,nantes,rt_log,zaragoza,2,902,0,0,concen_juice,iveco_sway_4x2_460,trailer.kasbhr_scs,trailer_def.kassbohrer.scs.single_3_13.curtain,34,1,0
69261,_nameless.183.4601.f140,subse,nantes,sellplan,geneve,2,879,0,0,can_sardines,scania_r2016_6x4_high_660,trailer.kasbhr_sbt,trailer_def.kassbohrer.sbt.single_3_13.dryvan,34,1,0
69261,_nameless.183.4601.f7c0,subse,nantes,tradeaux,dusseldorf,0,978,0,0,soy_milk_t,mercedes_actros_2014_6x4_b,trailer.ffb_tsalm32,trailer_def.feldbinder.tsalm.single_3_32.32_3_2,23,1,0
69261,_nameless.183.4602.04c0,bhv,linkoping,blt,kaunas,2,517,510,1110,caravans,scania_streamline_6x2_norm_440,trailer.truck_trans,trailer_def.caravans.truck_trans,100,1,0
